ordernumber,order_date,ship_date,customer_name_index,channel,currency_code,warehouse_code,delivery_region_index,product_description_index,order_quantity,unit_selling_price,unit_cost,sales,total_cost,profit
SO - 0004106,2017-04-01,2017-04-11,34,Distributor,USD,AXW291,98,12,11,3765.4,2824.05,41419.4,31064.550000000003,10354.85
SO - 000740,2017-04-04,2017-04-18,19,Distributor,USD,AXW291,44,7,6,1869.3,1196.352,11215.8,7178.112000000001,4037.6879999999983
SO - 0004609,2017-04-04,2017-04-20,44,Distributor,USD,AXW291,89,4,7,3095.4,2104.8720000000003,21667.8,14734.104000000005,6933.695999999996
SO - 000818,2017-04-05,2017-04-20,42,Distributor,USD,AXW291,76,11,8,3872.6,2052.478,30980.8,16419.824,14560.976
SO - 0001133,2017-04-05,2017-04-18,3,Distributor,USD,AXW291,83,13,5,1279.7,857.3990000000001,6398.5,4286.995000000001,2111.504999999999
SO - 0002647,2017-04-07,2017-04-25,44,Distributor,USD,AXW291,33,7,12,1969.8,787.92,23637.6,9455.04,14182.559999999998
SO - 0007425,2017-04-07,2017-04-25,28,Distributor,USD,AXW291,22,1,7,1902.8,1065.568,13319.6,7458.976,5860.624000000001
SO - 0004789,2017-04-08,2017-04-13,14,Distributor,USD,AXW291,43,2,6,2773.8,1692.018,16642.800000000003,10152.108,6490.692000000003
SO - 0005427,2017-04-09,2017-04-13,50,Distributor,USD,AXW291,5,13,5,1005.0,804.0,5025.0,4020.0,1005.0
SO - 0005950,2017-04-12,2017-04-23,44,Distributor,USD,AXW291,13,2,9,3691.7,2990.2770000000005,33225.3,26912.49300000001,6312.806999999997
SO - 0007621,2017-04-13,2017-04-27,4,Distributor,USD,AXW291,68,8,7,174.20000000000002,74.906,1219.4,524.3420000000001,695.058
SO - 0007637,2017-04-14,2017-04-18,7,Distributor,USD,AXW291,22,11,12,234.5,126.63,2814.0,1519.5600000000002,1294.4399999999998
SO - 0006757,2017-04-15,2017-05-03,43,Distributor,USD,AXW291,46,11,6,3819.0,2864.25,22914.0,17185.5,5728.5
SO - 0004865,2017-04-18,2017-04-29,7,Distributor,USD,AXW291,33,5,8,234.5,180.565,1876.0,1444.52,431.48
SO - 0003803,2017-04-19,2017-05-02,36,Distributor,USD,AXW291,24,11,7,1889.4,1190.322,13225.8,8332.254,4893.546
SO - 0003272,2017-04-20,2017-04-29,2,Distributor,USD,AXW291,58,11,6,6438.7,2575.48,38632.2,15452.88,23179.32
SO - 0007486,2017-04-21,2017-04-24,10,Distributor,USD,AXW291,14,5,5,2445.5,1760.76,12227.5,8803.8,3423.7000000000007
SO - 0001247,2017-04-22,2017-05-04,45,Distributor,USD,AXW291,97,6,8,1065.3,894.852,8522.4,7158.816,1363.5839999999998
SO - 0002459,2017-04-24,2017-05-07,28,Distributor,USD,AXW291,42,11,12,3979.8,2706.264,47757.600000000006,32475.168,15282.432000000004
SO - 0003344,2017-04-24,2017-05-06,20,Distributor,USD,AXW291,15,2,5,1098.8,933.98,5494.0,4669.9,824.1000000000004
SO - 0002885,2017-04-25,2017-05-11,43,Distributor,USD,AXW291,7,11,10,2492.4,1146.504,24924.0,11465.04,13458.96
SO - 0005028,2017-04-27,2017-05-09,40,Distributor,USD,AXW291,7,6,5,5132.2,3027.998,25661.0,15139.989999999998,10521.010000000002
SO - 0004176,2017-05-02,2017-05-09,21,Distributor,USD,AXW291,42,8,7,3309.8,2647.84,23168.6,18534.88,4633.720000000001
SO - 0002221,2017-05-03,2017-05-10,7,Distributor,USD,AXW291,80,9,11,1058.6,857.4660000000001,11644.600000000002,9432.126000000002,2212.474
SO - 000729,2017-05-07,2017-05-12,18,Distributor,USD,AXW291,35,12,9,254.6,201.134,2291.4,1810.206,481.194
SO - 0006989,2017-05-08,2017-05-21,6,Distributor,USD,AXW291,100,2,12,864.3,535.866,10371.6,6430.392,3941.208000000001
SO - 0003892,2017-05-13,2017-05-22,17,Distributor,USD,AXW291,72,5,7,1916.2,804.804,13413.4,5633.628,7779.772
SO - 0001766,2017-05-14,2017-05-21,28,Distributor,USD,AXW291,28,8,7,1005.0,824.0999999999998,7035.0,5768.699999999999,1266.300000000001
SO - 0003846,2017-05-17,2017-05-29,7,Distributor,USD,AXW291,97,2,10,958.1,488.631,9581.0,4886.31,4694.69
SO - 0006587,2017-05-20,2017-05-31,10,Distributor,USD,AXW291,61,11,12,194.3,110.751,2331.6000000000004,1329.012,1002.5880000000004
SO - 0002414,2017-05-25,2017-06-11,46,Distributor,USD,AXW291,43,5,10,1045.2,553.956,10452.0,5539.56,4912.44
SO - 0002964,2017-05-26,2017-06-05,6,Distributor,USD,AXW291,4,9,11,1165.8,920.982,12823.8,10130.802,2692.998
SO - 0004316,2017-06-03,2017-06-11,19,Distributor,USD,AXW291,17,7,5,1795.6,879.844,8978.0,4399.22,4578.78
SO - 0005389,2017-06-06,2017-06-21,10,Distributor,USD,AXW291,5,7,7,5065.2,2785.86,35456.4,19501.02,15955.38
SO - 000235,2017-06-11,2017-06-14,24,Distributor,USD,AXW291,25,1,12,5219.3,3444.7380000000003,62631.600000000006,41336.856,21294.74400000001
SO - 0004661,2017-06-11,2017-06-27,8,Distributor,USD,AXW291,74,6,6,1829.1,749.931,10974.6,4499.586,6475.014
SO - 0005827,2017-06-13,2017-06-25,37,Distributor,USD,AXW291,83,7,9,268.0,203.68,2412.0,1833.12,578.8799999999999
SO - 0001088,2017-06-15,2017-07-01,42,Distributor,USD,AXW291,35,7,12,1005.0,562.8000000000001,12060.0,6753.6,5306.4
SO - 0006203,2017-06-17,2017-06-26,11,Distributor,USD,AXW291,43,2,10,1681.7,1294.909,16817.0,12949.09,3867.91
SO - 0001067,2017-06-18,2017-06-30,3,Distributor,USD,AXW291,6,7,7,2458.9,1819.586,17212.3,12737.102,4475.197999999999
SO - 0001437,2017-06-20,2017-06-27,15,Distributor,USD,AXW291,68,2,10,3999.9,2039.949,39999.0,20399.49,19599.51
SO - 000158,2017-06-22,2017-07-01,8,Distributor,USD,AXW291,26,1,7,2371.8,1233.3360000000002,16602.600000000002,8633.352,7969.248
SO - 0001704,2017-06-24,2017-07-04,3,Distributor,USD,AXW291,65,2,5,207.7,145.39,1038.5,726.95,311.54999999999995
SO - 0004224,2017-06-24,2017-07-05,6,Distributor,USD,AXW291,19,10,7,3872.6,3059.3540000000003,27108.2,21415.478000000003,5692.721999999998
SO - 000850,2017-06-25,2017-07-12,50,Distributor,USD,AXW291,26,11,12,2432.1,2018.643,29185.2,24223.716,4961.484
SO - 0001046,2017-06-25,2017-07-06,37,Distributor,USD,AXW291,78,13,6,690.1,400.258,4140.6,2401.548,1739.0520000000006
SO - 0002432,2017-06-25,2017-07-08,16,Distributor,USD,AXW291,16,1,7,3906.1,1562.44,27342.7,10937.08,16405.620000000003
SO - 0002889,2017-06-25,2017-07-10,7,Distributor,USD,AXW291,13,11,12,1742.0,1167.14,20904.0,14005.68,6898.32
SO - 0006391,2017-06-27,2017-06-30,34,Distributor,USD,AXW291,60,1,9,3691.7,2104.269,33225.3,18938.421,14286.879000000004
SO - 0002651,2017-06-29,2017-07-11,24,Distributor,USD,AXW291,68,12,12,3832.4,2835.976,45988.8,34031.712,11957.088000000003
SO - 0003726,2017-06-30,2017-07-15,18,Distributor,USD,AXW291,50,11,12,187.6,157.584,2251.2,1891.008,360.1919999999998
SO - 0006709,2017-07-03,2017-07-20,46,Distributor,USD,AXW291,59,2,12,2284.7000000000003,1690.678,27416.4,20288.136,7128.263999999999
SO - 0006837,2017-07-06,2017-07-17,31,Distributor,USD,AXW291,68,2,10,187.6,75.04,1876.0,750.4000000000002,1125.6
SO - 0007595,2017-07-07,2017-07-11,36,Distributor,USD,AXW291,20,7,6,1051.9,662.6970000000001,6311.4000000000015,3976.1820000000007,2335.218
SO - 0007853,2017-07-07,2017-07-17,49,Distributor,USD,AXW291,25,10,8,1018.4,448.096,8147.2,3584.768,4562.432
SO - 000922,2017-07-11,2017-07-29,26,Distributor,USD,AXW291,30,4,5,3879.3,2560.338,19396.5,12801.69,6594.81
SO - 0004160,2017-07-13,2017-07-19,24,Distributor,USD,AXW291,99,11,12,2385.2000000000003,1073.34,28622.4,12880.080000000002,15742.32
SO - 0005042,2017-07-13,2017-07-18,4,Distributor,USD,AXW291,78,9,11,214.4,124.352,2358.4,1367.8719999999998,990.5280000000001
SO - 0004371,2017-07-16,2017-07-23,2,Distributor,USD,AXW291,29,11,10,234.5,126.63,2345.0,1266.3000000000002,1078.6999999999998
SO - 0004501,2017-07-18,2017-07-29,2,Distributor,USD,AXW291,26,9,5,3329.9,2097.837,16649.5,10489.185,6160.3150000000005
SO - 0002137,2017-07-19,2017-07-26,14,Distributor,USD,AXW291,12,11,12,2492.4,1395.744,29908.800000000003,16748.928,13159.872000000005
SO - 0002445,2017-07-19,2017-07-28,15,Distributor,USD,AXW291,80,2,11,1005.0,814.05,11055.0,8954.550000000001,2100.449999999999
SO - 0006018,2017-07-20,2017-07-27,16,Distributor,USD,AXW291,8,14,9,1065.3,521.997,9587.7,4697.973,4889.726999999999
SO - 0004423,2017-07-21,2017-07-28,2,Distributor,USD,AXW291,98,4,6,1192.6,596.3000000000001,7155.6,3577.8,3577.8
SO - 0006892,2017-07-23,2017-08-01,26,Distributor,USD,AXW291,63,13,6,1038.5,633.485,6231.0,3800.91,2430.09
SO - 000764,2017-07-24,2017-07-27,41,Distributor,USD,AXW291,68,7,11,1065.3,553.956,11718.3,6093.5160000000005,5624.784
SO - 0004251,2017-07-24,2017-07-28,23,Distributor,USD,AXW291,4,2,7,1145.7,744.705,8019.9000000000015,5212.935,2806.965
SO - 0003454,2017-07-27,2017-07-30,30,Distributor,USD,AXW291,98,5,12,1675.0,670.0,20100.0,8040.0,12060.0
SO - 0004021,2017-07-27,2017-08-08,24,Distributor,USD,AXW291,29,9,5,1078.7,614.8589999999999,5393.5,3074.295,2319.2050000000004
SO - 0002699,2017-07-28,2017-08-07,2,Distributor,USD,AXW291,97,2,9,1829.1,1335.2430000000002,16461.9,12017.187000000002,4444.713
SO - 0006738,2017-07-28,2017-08-08,19,Distributor,USD,AXW291,5,11,5,1996.6,1078.1640000000002,9983.0,5390.8200000000015,4592.179999999999
SO - 0007287,2017-07-28,2017-08-01,37,Distributor,USD,AXW291,49,7,5,1065.3,820.281,5326.5,4101.405,1225.0950000000005
SO - 0004582,2017-07-29,2017-08-01,23,Distributor,USD,AXW291,11,11,9,2485.7000000000003,1093.708,22371.300000000003,9843.372,12527.928000000002
SO - 0005704,2017-07-30,2017-08-16,25,Distributor,USD,AXW291,100,11,12,1165.8,920.982,13989.6,11051.784,2937.815999999999
SO - 0005156,2017-08-01,2017-08-16,6,Distributor,USD,AXW291,63,11,8,2559.4,1945.144,20475.2,15561.152,4914.048000000001
SO - 0001463,2017-08-03,2017-08-15,41,Distributor,USD,AXW291,20,3,6,1051.9,620.621,6311.4000000000015,3723.726,2587.674000000001
SO - 0002532,2017-08-03,2017-08-16,8,Distributor,USD,AXW291,87,5,5,5152.3,4173.363,25761.5,20866.815,4894.684999999998
SO - 0003223,2017-08-04,2017-08-08,46,Distributor,USD,AXW291,74,14,11,3202.6,1377.118,35228.6,15148.298,20080.302
SO - 0005118,2017-08-04,2017-08-21,5,Distributor,USD,AXW291,39,2,7,5514.1,2315.922,38598.7,16211.454,22387.246000000006
SO - 0005040,2017-08-11,2017-08-23,26,Distributor,USD,AXW291,83,11,12,3932.9,1887.792,47194.8,22653.504,24541.296
SO - 0007046,2017-08-11,2017-08-18,11,Distributor,USD,AXW291,1,11,12,804.0,538.6800000000001,9648.0,6464.160000000001,3183.8399999999992
SO - 000244,2017-08-12,2017-08-25,21,Distributor,USD,AXW291,35,7,5,5815.6,2791.4880000000003,29078.0,13957.440000000002,15120.559999999998
SO - 0007919,2017-08-12,2017-08-29,41,Distributor,USD,AXW291,99,5,11,254.6,145.122,2800.6,1596.342,1204.258
SO - 0002844,2017-08-13,2017-08-17,47,Distributor,USD,AXW291,34,7,5,1098.8,824.0999999999998,5494.0,4120.5,1373.5
SO - 000487,2017-08-14,2017-08-26,28,Distributor,USD,AXW291,53,13,9,2318.2000000000003,1738.65,20863.800000000003,15647.85,5215.950000000003
SO - 0001328,2017-08-14,2017-08-21,5,Distributor,USD,AXW291,46,2,11,2653.2000000000003,1247.004,29185.200000000004,13717.044000000002,15468.156000000004
SO - 0003920,2017-08-17,2017-08-28,13,Distributor,USD,AXW291,16,1,11,2284.7000000000003,1690.678,25131.700000000004,18597.458,6534.242000000002
SO - 0001127,2017-08-18,2017-08-25,45,Distributor,USD,AXW291,6,11,9,2646.5,1984.875,23818.5,17863.875,5954.625
SO - 0007378,2017-08-18,2017-08-22,45,Distributor,USD,AXW291,66,11,7,1775.5,1473.665,12428.5,10315.655,2112.8450000000007
SO - 0004332,2017-08-19,2017-09-03,46,Distributor,USD,AXW291,93,1,6,2412.0,1519.56,14472.0,9117.36,5354.64
SO - 0006544,2017-08-19,2017-09-05,15,Distributor,USD,AXW291,53,8,11,5159.0,2785.86,56749.0,30644.460000000003,26104.54
SO - 0007927,2017-08-20,2017-09-03,29,Distributor,USD,AXW291,41,11,6,6385.1,5108.080000000001,38310.600000000006,30648.480000000003,7662.120000000002
SO - 000347,2017-08-22,2017-08-29,25,Distributor,USD,AXW291,89,1,9,951.4,599.382,8562.6,5394.437999999999,3168.1620000000007
SO - 0003042,2017-08-24,2017-09-02,5,Distributor,USD,AXW291,58,13,10,3035.1,2215.623,30351.0,22156.23,8194.77
SO - 0007372,2017-08-24,2017-09-09,32,Distributor,USD,AXW291,89,7,10,5266.2,3528.3540000000003,52662.0,35283.54,17378.46
SO - 0005370,2017-08-27,2017-09-09,25,Distributor,USD,AXW291,49,5,7,1085.4,629.532,7597.800000000002,4406.724,3191.076000000001
SO - 0007945,2017-08-28,2017-09-10,10,Distributor,USD,AXW291,84,5,11,2559.4,1970.738,28153.4,21678.118,6475.281999999999
SO - 0006950,2017-08-29,2017-09-14,25,Distributor,USD,AXW291,70,1,10,2539.3,1879.082,25393.0,18790.82,6602.18
SO - 0007962,2017-08-29,2017-09-14,3,Distributor,USD,AXW291,90,7,7,3886.0,1748.7,27202.0,12240.9,14961.1
SO - 0001834,2017-08-31,2017-09-03,5,Distributor,USD,AXW291,25,5,9,1112.2,734.052,10009.8,6606.468,3403.332000000001
SO - 0003391,2017-08-31,2017-09-17,8,Distributor,USD,AXW291,50,2,5,1273.0,509.2000000000001,6365.0,2546.0,3819.0
SO - 0003594,2017-09-03,2017-09-06,34,Distributor,USD,AXW291,34,13,11,2257.9,1241.8450000000005,24836.9,13660.295000000002,11176.605
SO - 0001031,2017-09-07,2017-09-16,26,Distributor,USD,AXW291,85,1,11,998.3,788.657,10981.3,8675.227,2306.0730000000003
SO - 0003934,2017-09-07,2017-09-25,7,Distributor,USD,AXW291,65,12,5,1031.8,588.126,5159.0,2940.63,2218.37
SO - 0007571,2017-09-07,2017-09-16,5,Distributor,USD,AXW291,78,1,12,1098.8,648.2919999999999,13185.6,7779.503999999999,5406.096
SO - 0007241,2017-09-08,2017-09-18,28,Distributor,USD,AXW291,71,5,6,2010.0,964.8,12060.0,5788.799999999999,6271.200000000001
SO - 0002030,2017-09-09,2017-09-22,26,Distributor,USD,AXW291,45,2,11,6204.2,4280.897999999999,68246.2,47089.87799999999,21156.322000000007
SO - 0003013,2017-09-11,2017-09-16,7,Distributor,USD,AXW291,76,1,12,944.7,500.691,11336.4,6008.292,5328.108000000001
SO - 0004039,2017-09-11,2017-09-19,23,Distributor,USD,AXW291,24,6,5,3932.9,2674.3720000000003,19664.5,13371.86,6292.64
SO - 0002092,2017-09-14,2017-09-21,39,Distributor,USD,AXW291,13,1,10,991.6,743.7,9916.0,7437.0,2479.0
SO - 0005841,2017-09-14,2017-10-01,10,Distributor,USD,AXW291,9,11,5,268.0,163.48,1340.0,817.4,522.6
SO - 0001240,2017-09-15,2017-09-22,16,Distributor,USD,AXW291,97,2,5,3906.1,1757.745,19530.5,8788.724999999999,10741.775
SO - 0001573,2017-09-17,2017-09-25,3,Distributor,USD,AXW291,8,13,9,1092.1,698.9440000000001,9828.9,6290.496000000001,3538.4040000000005
SO - 0002102,2017-09-21,2017-09-24,19,Distributor,USD,AXW291,93,7,6,971.5,388.6,5829.0,2331.6000000000004,3497.4
SO - 0002574,2017-09-21,2017-09-29,14,Distributor,USD,AXW291,68,2,9,2740.3,1863.404,24662.7,16770.636000000002,7892.0639999999985
SO - 0004982,2017-09-21,2017-09-27,18,Distributor,USD,AXW291,97,11,7,6123.8,4041.708,42866.6,28291.956,14574.643999999997
SO - 0001353,2017-09-22,2017-09-27,34,Distributor,USD,AXW291,4,13,6,3082.0,1541.0,18492.0,9246.0,9246.0
SO - 0006873,2017-09-22,2017-10-10,45,Distributor,USD,AXW291,91,3,7,978.2,430.408,6847.4000000000015,3012.856,3834.544
SO - 0005132,2017-09-27,2017-10-12,30,Distributor,USD,AXW291,47,7,11,877.7,728.491,9654.7,8013.401,1641.299000000001
SO - 0003136,2017-10-01,2017-10-07,34,Distributor,USD,AXW291,21,11,10,1876.0,1557.08,18760.0,15570.8,3189.2000000000007
SO - 0006365,2017-10-02,2017-10-16,12,Distributor,USD,AXW291,50,7,9,1005.0,532.65,9045.0,4793.85,4251.1500000000015
SO - 0007431,2017-10-03,2017-10-17,20,Distributor,USD,AXW291,14,13,9,911.2,537.608,8200.800000000001,4838.472,3362.3280000000013
SO - 0003856,2017-10-04,2017-10-17,18,Distributor,USD,AXW291,12,5,11,837.5,368.5,9212.5,4053.5,5159.0
SO - 0002565,2017-10-10,2017-10-26,42,Distributor,USD,AXW291,66,7,5,1125.6,709.128,5628.000000000001,3545.6400000000003,2082.3600000000006
SO - 0006849,2017-10-10,2017-10-27,6,Distributor,USD,AXW291,34,1,5,2458.9,1549.107,12294.5,7745.535,4548.965
SO - 000129,2017-10-11,2017-10-25,22,Distributor,USD,AXW291,67,11,10,5976.4000000000015,2450.324,59764.00000000001,24503.24,35260.76000000001
SO - 0007639,2017-10-15,2017-10-31,26,Distributor,USD,AXW291,81,14,5,2525.9,1288.209,12629.5,6441.045,6188.455
SO - 0001921,2017-10-17,2017-11-04,2,Distributor,USD,AXW291,7,9,11,1326.6,822.492,14592.600000000002,9047.412,5545.188000000002
SO - 0004344,2017-10-18,2017-11-05,49,Distributor,USD,AXW291,80,11,8,5447.1,2723.55,43576.8,21788.4,21788.4
SO - 0004198,2017-10-20,2017-11-01,26,Distributor,USD,AXW291,47,7,6,1065.3,585.9150000000001,6391.799999999999,3515.4900000000007,2876.3099999999986
SO - 0002591,2017-10-23,2017-11-09,18,Distributor,USD,AXW291,27,2,7,1715.2,788.992,12006.4,5522.944,6483.455999999999
SO - 0007038,2017-10-26,2017-11-06,5,Distributor,USD,AXW291,60,1,7,1179.2,896.192,8254.4,6273.344,1981.056
SO - 000979,2017-10-27,2017-10-31,45,Distributor,USD,AXW291,54,7,6,1876.0,1594.6,11256.0,9567.599999999999,1688.4000000000017
SO - 0005820,2017-10-27,2017-11-06,10,Distributor,USD,AXW291,76,2,10,3939.6,3348.66,39396.0,33486.6,5909.4000000000015
SO - 0006825,2017-10-28,2017-11-13,35,Distributor,USD,AXW291,26,13,11,2398.6,1199.3,26384.6,13192.3,13192.3
SO - 0004531,2017-10-31,2017-11-14,25,Distributor,USD,AXW291,28,5,6,3932.9,2084.4370000000004,23597.4,12506.622000000005,11090.777999999998
SO - 0006594,2017-11-02,2017-11-17,1,Distributor,USD,AXW291,22,2,12,3845.8,2076.7320000000004,46149.600000000006,24920.784000000007,21228.816
SO - 0001137,2017-11-04,2017-11-16,19,Distributor,USD,AXW291,9,7,9,3986.5,3268.93,35878.5,29420.37,6458.130000000001
SO - 0001332,2017-11-06,2017-11-11,3,Distributor,USD,AXW291,17,1,11,1949.7,1559.7600000000002,21446.7,17157.36,4289.34
SO - 0005620,2017-11-06,2017-11-23,44,Distributor,USD,AXW291,8,8,5,1286.4,630.336,6432.0,3151.6800000000003,3280.32
SO - 0007798,2017-11-09,2017-11-22,31,Distributor,USD,AXW291,45,8,11,1085.4,510.138,11939.4,5611.518,6327.882000000001
SO - 0002794,2017-11-10,2017-11-18,11,Distributor,USD,AXW291,94,1,9,247.9,99.16,2231.1,892.44,1338.66
SO - 0006082,2017-11-11,2017-11-16,25,Distributor,USD,AXW291,9,1,9,1092.1,578.8130000000001,9828.9,5209.317000000001,4619.5830000000005
SO - 0001216,2017-11-13,2017-11-29,21,Distributor,USD,AXW291,64,7,8,1118.9,581.8280000000001,8951.2,4654.624000000001,4296.576
SO - 000570,2017-11-15,2017-12-01,8,Distributor,USD,AXW291,57,7,11,167.5,125.625,1842.5,1381.875,460.625
SO - 0005289,2017-11-15,2017-11-29,43,Distributor,USD,AXW291,88,11,5,1038.5,830.8,5192.5,4154.0,1038.5
SO - 0004107,2017-11-17,2017-11-27,40,Distributor,USD,AXW291,94,7,12,4020.0,2653.2000000000003,48240.0,31838.4,16401.6
SO - 0007850,2017-11-21,2017-12-03,12,Distributor,USD,AXW291,39,9,10,2304.8,1405.928,23048.0,14059.28,8988.72
SO - 0001290,2017-11-23,2017-11-27,30,Distributor,USD,AXW291,29,13,9,891.1,650.503,8019.9000000000015,5854.527,2165.3730000000005
SO - 0004003,2017-11-23,2017-11-26,25,Distributor,USD,AXW291,97,5,12,2572.8,1183.488,30873.6,14201.856,16671.744000000002
SO - 0007584,2017-11-26,2017-12-04,42,Distributor,USD,AXW291,34,7,8,1788.9,966.0060000000002,14311.2,7728.048,6583.152
SO - 0007754,2017-11-26,2017-12-06,50,Distributor,USD,AXW291,78,13,9,3999.9,2719.932,35999.1,24479.388000000003,11519.711999999996
SO - 0001109,2017-11-29,2017-12-15,12,Distributor,USD,AXW291,99,4,11,1072.0,707.52,11792.0,7782.719999999998,4009.2800000000007
SO - 0007370,2017-11-29,2017-12-03,28,Distributor,USD,AXW291,16,1,5,3859.2,2469.8880000000004,19296.0,12349.440000000002,6946.559999999998
SO - 0001412,2017-11-30,2017-12-05,7,Distributor,USD,AXW291,18,11,10,261.3,143.71500000000003,2613.0,1437.1500000000003,1175.8499999999997
SO - 0007341,2017-12-01,2017-12-14,50,Distributor,USD,AXW291,87,13,11,2291.4,1214.442,25205.4,13358.862,11846.538
SO - 000628,2017-12-02,2017-12-16,41,Distributor,USD,AXW291,9,1,9,241.2,180.9,2170.8,1628.1,542.7
SO - 0005905,2017-12-04,2017-12-09,40,Distributor,USD,AXW291,78,2,8,1011.7,576.669,8093.6,4613.352,3480.2480000000005
SO - 0004398,2017-12-06,2017-12-12,1,Distributor,USD,AXW291,44,7,10,3959.7,1940.253,39597.0,19402.53,20194.47
SO - 0004065,2017-12-13,2017-12-27,30,Distributor,USD,AXW291,45,7,7,850.9,433.959,5956.3,3037.713,2918.587
SO - 0001192,2017-12-14,2017-12-17,42,Distributor,USD,AXW291,4,1,6,1065.3,500.691,6391.799999999999,3004.146,3387.6539999999995
SO - 0002755,2017-12-15,2017-12-29,48,Distributor,USD,AXW291,91,3,10,904.5,606.015,9045.0,6060.15,2984.8500000000004
SO - 0005297,2017-12-17,2018-01-03,9,Distributor,USD,AXW291,72,11,7,2606.3,1172.835,18244.1,8209.845000000001,10034.255
SO - 0001858,2017-12-18,2017-12-29,41,Distributor,USD,AXW291,99,12,8,897.8,619.482,7182.4000000000015,4955.856,2226.544000000001
SO - 0002365,2017-12-18,2017-12-26,46,Distributor,USD,AXW291,65,13,5,5272.9000000000015,2636.4500000000003,26364.500000000004,13182.250000000002,13182.250000000002
SO - 0005095,2017-12-18,2018-01-02,5,Distributor,USD,AXW291,7,11,10,227.8,166.294,2278.0,1662.94,615.06
SO - 0006255,2017-12-19,2018-01-03,26,Distributor,USD,AXW291,73,2,8,1172.5,527.625,9380.0,4221.0,5159.0
SO - 000632,2017-12-21,2018-01-03,35,Distributor,USD,AXW291,20,11,8,1835.8,1248.344,14686.4,9986.752,4699.647999999999
SO - 0006537,2017-12-21,2018-01-06,7,Distributor,USD,AXW291,1,7,7,1105.5,928.62,7738.5,6500.34,1238.16
SO - 000274,2017-12-23,2018-01-03,44,Distributor,USD,AXW291,93,7,7,241.2,115.776,1688.4,810.432,877.968
SO - 0004734,2017-12-23,2017-12-31,23,Distributor,USD,AXW291,8,11,9,1105.5,486.42,9949.5,4377.78,5571.72
SO - 0004642,2017-12-24,2018-01-06,33,Distributor,USD,AXW291,94,13,7,964.8,405.216,6753.6,2836.512,3917.088
SO - 0002606,2017-12-27,2018-01-02,44,Distributor,USD,AXW291,39,12,5,187.6,125.692,938.0,628.46,309.54
SO - 0006553,2017-12-27,2018-01-06,21,Distributor,USD,AXW291,22,9,9,998.3,469.201,8984.7,4222.809,4761.8910000000005
SO - 0002410,2017-12-30,2018-01-06,18,Distributor,USD,AXW291,98,2,11,1058.6,624.5740000000001,11644.600000000002,6870.314,4774.286000000002
SO - 0003233,2018-01-01,2018-01-09,10,Distributor,USD,AXW291,23,11,11,2365.1,1016.993,26016.1,11186.923,14829.177
SO - 0003776,2018-01-04,2018-01-12,26,Distributor,USD,AXW291,75,11,5,4013.3,2969.842,20066.5,14849.21,5217.289999999999
SO - 0005193,2018-01-05,2018-01-13,30,Distributor,USD,AXW291,21,7,11,194.3,108.80800000000002,2137.3,1196.888,940.412
SO - 000290,2018-01-07,2018-01-16,6,Distributor,USD,AXW291,90,2,6,710.2,390.61000000000007,4261.200000000001,2343.6600000000003,1917.5400000000004
SO - 0001558,2018-01-09,2018-01-16,11,Distributor,USD,AXW291,10,13,5,1876.0,1031.8000000000002,9380.0,5159.000000000001,4220.999999999999
SO - 0007588,2018-01-10,2018-01-17,42,Distributor,USD,AXW291,56,5,6,991.6,743.7,5949.6,4462.200000000001,1487.3999999999996
SO - 0004217,2018-01-12,2018-01-25,13,Distributor,USD,AXW291,99,11,7,3859.2,2547.072,27014.4,17829.504,9184.896
SO - 0005674,2018-01-12,2018-01-25,22,Distributor,USD,AXW291,45,13,11,234.5,187.6,2579.5,2063.6000000000004,515.8999999999996
SO - 0003799,2018-01-13,2018-01-20,38,Distributor,USD,AXW291,5,2,6,1045.2,616.668,6271.200000000001,3700.008,2571.192000000001
SO - 0002764,2018-01-14,2018-01-31,36,Distributor,USD,AXW291,65,11,11,2418.7000000000003,1451.22,26605.700000000004,15963.42,10642.280000000004
SO - 0001873,2018-01-16,2018-01-27,30,Distributor,USD,AXW291,17,5,6,1072.0,707.52,6432.0,4245.12,2186.88
SO - 0003609,2018-01-16,2018-02-03,40,Distributor,USD,AXW291,86,11,8,1963.1,1197.491,15704.8,9579.928,6124.872000000001
SO - 0006103,2018-01-16,2018-01-26,5,Distributor,USD,AXW291,32,13,9,180.9,146.52900000000002,1628.1,1318.7610000000002,309.33899999999994
SO - 0004634,2018-01-21,2018-01-24,26,Distributor,USD,AXW291,72,4,12,1936.3,1568.403,23235.6,18820.836,4414.763999999999
SO - 0007075,2018-01-21,2018-02-07,42,Distributor,USD,AXW291,74,11,12,1139.0,740.35,13668.0,8884.2,4783.799999999999
SO - 0002323,2018-01-26,2018-02-11,13,Distributor,USD,AXW291,59,14,10,1125.6,495.26400000000007,11256.000000000002,4952.64,6303.3600000000015
SO - 0004183,2018-01-26,2018-02-04,27,Distributor,USD,AXW291,98,14,9,1118.9,704.907,10070.1,6344.1630000000005,3725.937
SO - 0003130,2018-01-28,2018-02-08,40,Distributor,USD,AXW291,58,11,12,1835.8,1009.69,22029.6,12116.28,9913.319999999998
SO - 0001049,2018-01-29,2018-02-09,16,Distributor,USD,AXW291,82,1,7,4006.6,2444.026,28046.2,17108.182,10938.018
