ordernumber,order_date,ship_date,customer_name_index,channel,currency_code,warehouse_code,delivery_region_index,product_description_index,order_quantity,unit_selling_price,unit_cost,sales,total_cost,profit
SO - 0007351,18-08-2019,26-08-2019,36,Export,NZD,NXH382,95,13,6,1005,633.15,6030,3798.9,2231.1
SO - 0001877,19-08-2019,03-09-2019,17,Export,NZD,NXH382,33,1,7,6566,4202.24,45962,29415.68,16546.32
SO - 0001158,24-08-2019,10-09-2019,46,Export,NZD,NXH382,14,9,10,1132.3,871.871,11323,8718.71,2604.29
SO - 0002302,24-08-2019,09-09-2019,25,Export,NZD,NXH382,10,5,5,241.2,110.952,1206,554.76,651.24
SO - 0005049,24-08-2019,10-09-2019,13,Export,NZD,NXH382,62,11,10,3343.3,2240.011,33433,22400.11,11032.89
SO - 000845,25-08-2019,12-09-2019,31,Export,NZD,NXH382,55,9,8,261.3,117.585,2090.4,940.68,1149.72
SO - 0004526,27-08-2019,10-09-2019,25,Export,NZD,FLR025,99,7,5,3993.2,2635.512,19966,13177.56,6788.44
SO - 0005378,30-08-2019,14-09-2019,39,Export,NZD,FLR025,30,7,11,6056.8,5148.28,66624.8,56631.08,9993.72
SO - 0005735,05-09-2019,10-09-2019,32,Export,NZD,FLR025,20,2,10,1085.4,803.196,10854,8031.96,2822.04
SO - 0005422,13-09-2019,16-09-2019,9,Export,NZD,FLR025,77,2,8,991.6,634.624,7932.8,5076.992,2855.808
SO - 0008087,20-09-2019,27-09-2019,41,Export,NZD,FLR025,56,11,6,234.5,121.94,1407,731.64,675.36
SO - 000281,21-09-2019,26-09-2019,9,Export,NZD,FLR025,21,7,11,1675,1072,18425,11792,6633
SO - 0003396,22-09-2019,02-10-2019,29,Export,NZD,FLR025,74,6,12,3919.5,3135.6,47034,37627.2,9406.8
SO - 0004378,23-09-2019,27-09-2019,40,Export,NZD,FLR025,77,1,12,3926.2,2394.982,47114.4,28739.784,18374.616
SO - 0008040,23-09-2019,06-10-2019,16,Export,NZD,FLR025,94,7,10,837.5,335,8375,3350,5025
SO - 0004781,29-09-2019,11-10-2019,27,Export,NZD,FLR025,49,1,6,777.2,466.32,4663.2,2797.92,1865.28
SO - 000442,30-09-2019,03-10-2019,46,Export,NZD,FLR025,4,6,12,3832.4,3104.244,45988.8,37250.928,8737.872
SO - 0001418,02-10-2019,20-10-2019,36,Export,NZD,FLR025,21,3,6,5942.9,4576.033,35657.4,27456.198,8201.202
SO - 0001677,04-10-2019,09-10-2019,18,Export,NZD,FLR025,9,11,5,3839.1,2764.152,19195.5,13820.76,5374.74
SO - 0002190,04-10-2019,13-10-2019,19,Export,NZD,FLR025,29,2,12,6083.6,2555.112,73003.2,30661.344,42341.856
SO - 000369,14-10-2019,25-10-2019,9,Export,NZD,FLR025,100,2,11,3758.7,1954.524,41345.7,21499.764,19845.936
SO - 0007089,14-10-2019,29-10-2019,1,Export,NZD,FLR025,84,7,11,2358.4,1698.048,25942.4,18678.528,7263.872
SO - 0006611,17-10-2019,29-10-2019,1,Export,NZD,FLR025,21,5,7,201,98.49,1407,689.43,717.57
SO - 000154,18-10-2019,03-11-2019,24,Export,NZD,FLR025,56,7,7,3825.7,2257.163,26779.9,15800.141,10979.759
SO - 0004871,19-10-2019,29-10-2019,9,Export,NZD,FLR025,11,2,9,5681.6,2897.616,51134.4,26078.544,25055.856
SO - 0007931,21-10-2019,29-10-2019,19,Export,NZD,FLR025,56,1,12,951.4,694.522,11416.8,8334.264,3082.536
SO - 000658,24-10-2019,27-10-2019,11,Export,NZD,FLR025,8,1,5,1118.9,570.639,5594.5,2853.195,2741.305
SO - 0003854,25-10-2019,12-11-2019,36,Export,NZD,FLR025,19,11,9,1005,814.05,9045,7326.45,1718.55
SO - 0001026,27-10-2019,09-11-2019,50,Export,NZD,FLR025,48,7,5,3470.6,1561.77,17353,7808.85,9544.15
SO - 0002274,29-10-2019,11-11-2019,13,Export,NZD,FLR025,91,1,7,247.9,148.74,1735.3,1041.18,694.12
SO - 0004549,30-10-2019,10-11-2019,36,Export,NZD,FLR025,44,11,8,4013.3,2046.783,32106.4,16374.264,15732.136
SO - 0006638,31-10-2019,04-11-2019,46,Export,NZD,FLR025,56,6,7,1031.8,680.988,7222.6,4766.916,2455.684
SO - 0003386,04-11-2019,11-11-2019,20,Export,NZD,FLR025,99,9,11,850.9,433.959,9359.9,4773.549,4586.351
SO - 0002727,05-11-2019,14-11-2019,42,Export,NZD,FLR025,19,11,9,1005,854.25,9045,7688.25,1356.75
SO - 0007045,09-11-2019,24-11-2019,44,Export,NZD,FLR025,72,11,8,1896.1,1611.685,15168.8,12893.48,2275.32
SO - 0002198,10-11-2019,25-11-2019,48,Export,NZD,FLR025,31,2,6,3979.8,1870.506,23878.8,11223.036,12655.764
SO - 0001068,11-11-2019,15-11-2019,42,Export,NZD,FLR025,20,1,11,924.6,656.466,10170.6,7221.126,2949.474
SO - 0004637,15-11-2019,18-11-2019,43,Export,NZD,FLR025,8,2,8,3792.2,2237.398,30337.6,17899.184,12438.416
SO - 000198,20-11-2019,30-11-2019,9,Export,NZD,FLR025,10,5,11,2472.3,1433.934,27195.3,15773.274,11422.026
SO - 0002990,25-11-2019,30-11-2019,7,Export,NZD,FLR025,6,13,6,5628,4558.68,33768,27352.08,6415.92
SO - 0005409,26-11-2019,29-11-2019,30,Export,NZD,FLR025,81,1,6,1018.4,723.064,6110.4,4338.384,1772.016
SO - 0003262,30-11-2019,09-12-2019,31,Export,NZD,FLR025,5,11,9,3845.8,1730.61,34612.2,15575.49,19036.71
SO - 000553,05-12-2019,09-12-2019,5,Export,NZD,FLR025,25,1,12,227.8,191.352,2733.6,2296.224,437.376
SO - 0005873,07-12-2019,20-12-2019,30,Export,NZD,FLR025,84,7,5,690.1,496.872,3450.5,2484.36,966.14
SO - 0004381,09-12-2019,15-12-2019,20,Export,NZD,FLR025,54,4,11,1118.9,928.687,12307.9,10215.557,2092.343
SO - 0007071,30-08-2019,13-09-2019,9,Export,USD,FLR025,11,1,8,897.8,763.13,7182.4,6105.04,1077.36
SO - 0005549,02-09-2019,08-09-2019,31,Export,USD,FLR025,17,2,5,167.5,85.425,837.5,427.125,410.375
SO - 0003897,04-09-2019,21-09-2019,26,Export,USD,FLR025,2,11,9,1098.8,670.268,9889.2,6032.412,3856.788
SO - 0005550,04-09-2019,08-09-2019,16,Export,USD,FLR025,70,2,5,1098.8,516.436,5494,2582.18,2911.82
SO - 0006746,05-09-2019,15-09-2019,13,Export,USD,FLR025,36,11,6,6291.3,3837.693,37747.8,23026.158,14721.642
SO - 0002598,17-09-2019,01-10-2019,34,Export,USD,FLR025,77,7,8,4006.6,1762.904,32052.8,14103.232,17949.568
SO - 0006315,30-09-2019,06-10-2019,13,Export,USD,FLR025,34,1,5,3973.1,2066.012,19865.5,10330.06,9535.44
SO - 0007777,02-10-2019,14-10-2019,37,Export,USD,FLR025,56,7,12,891.1,757.435,10693.2,9089.22,1603.98
SO - 0006994,05-10-2019,22-10-2019,28,Export,USD,FLR025,65,7,10,1038.5,623.1,10385,6231,4154
SO - 0007924,09-10-2019,20-10-2019,39,Export,USD,FLR025,95,1,10,268,217.08,2680,2170.8,509.2
SO - 0002568,17-10-2019,27-10-2019,27,Export,USD,FLR025,52,6,6,2291.4,1191.528,13748.4,7149.168,6599.232
SO - 000580,20-10-2019,05-11-2019,26,Export,USD,FLR025,76,11,7,1688.4,1215.648,11818.8,8509.536,3309.264
SO - 000688,20-10-2019,23-10-2019,9,Export,USD,FLR025,71,13,10,2264.6,1834.326,22646,18343.26,4302.74
SO - 0003349,24-10-2019,08-11-2019,47,Export,USD,FLR025,11,3,12,2814,1885.38,33768,22624.56,11143.44
SO - 0004087,27-10-2019,30-10-2019,31,Export,USD,FLR025,28,2,8,1092.1,775.391,8736.8,6203.128,2533.672
SO - 0005197,28-10-2019,01-11-2019,16,Export,USD,FLR025,80,12,10,174.2,102.778,1742,1027.78,714.22
SO - 0004276,30-10-2019,06-11-2019,23,Export,USD,FLR025,95,7,7,3865.9,2551.494,27061.3,17860.458,9200.842
SO - 0004668,31-10-2019,04-11-2019,26,Export,USD,FLR025,74,1,5,2003.3,1161.914,10016.5,5809.57,4206.93
SO - 0003156,16-11-2019,01-12-2019,24,Export,USD,FLR025,19,7,11,1045.2,470.34,11497.2,5173.74,6323.46
SO - 0004639,16-11-2019,19-11-2019,34,Export,USD,FLR025,46,11,8,904.5,768.825,7236,6150.6,1085.4
SO - 0003724,17-11-2019,02-12-2019,4,Export,USD,FLR025,82,1,9,3832.4,1647.932,34491.6,14831.388,19660.212
SO - 0005373,20-11-2019,04-12-2019,25,Export,USD,FLR025,100,7,5,1058.6,889.224,5293,4446.12,846.88
SO - 0005055,22-11-2019,02-12-2019,40,Export,USD,FLR025,88,11,10,1011.7,819.477,10117,8194.77,1922.23
SO - 0005554,02-12-2019,06-12-2019,30,Export,USD,FLR025,13,11,9,187.6,95.676,1688.4,861.084,827.316
SO - 0006194,02-12-2019,14-12-2019,12,Export,USD,FLR025,12,11,5,6009.9,3726.138,30049.5,18630.69,11418.81
SO - 000511,03-12-2019,10-12-2019,1,Export,USD,FLR025,5,5,6,3919.5,3331.575,23517,19989.45,3527.55
SO - 0007920,09-12-2019,23-12-2019,18,Export,USD,FLR025,95,3,12,2412,1640.16,28944,19681.92,9262.08
SO - 0001972,25-01-2019,06-02-2019,43,Export,USD,NXH382,41,5,7,2304.8,1613.36,16133.6,11293.52,4840.08
SO - 0006530,25-01-2019,07-02-2019,3,Export,USD,NXH382,68,7,8,2244.5,1728.265,17956,13826.12,4129.88
SO - 0005907,28-01-2019,14-02-2019,27,Export,USD,NXH382,91,5,5,1045.2,533.052,5226,2665.26,2560.74
SO - 0005509,30-01-2019,15-02-2019,47,Export,USD,NXH382,86,9,11,2244.5,1705.82,24689.5,18764.02,5925.48
SO - 0002735,31-01-2019,04-02-2019,8,Export,USD,NXH382,2,5,9,2318.2,1275.01,20863.8,11475.09,9388.71
SO - 0005260,04-02-2019,17-02-2019,12,Export,USD,NXH382,43,9,11,2278,1070.66,25058,11777.26,13280.74
SO - 0001350,05-02-2019,20-02-2019,50,Export,USD,NXH382,79,10,8,187.6,121.94,1500.8,975.52,525.28
SO - 0004500,06-02-2019,09-02-2019,46,Export,USD,NXH382,92,7,7,1018.4,580.488,7128.8,4063.416,3065.384
SO - 0003477,07-02-2019,19-02-2019,1,Export,USD,NXH382,83,7,12,1092.1,633.418,13105.2,7601.016,5504.184
SO - 0005465,07-02-2019,14-02-2019,27,Export,USD,NXH382,53,7,12,1159.1,822.961,13909.2,9875.532,4033.668
SO - 0005496,08-02-2019,11-02-2019,42,Export,USD,NXH382,28,2,8,1963.1,1393.801,15704.8,11150.408,4554.392
SO - 000344,09-02-2019,27-02-2019,4,Export,USD,NXH382,66,14,8,1139,660.62,9112,5284.96,3827.04
SO - 0007799,09-02-2019,23-02-2019,13,Export,USD,NXH382,83,2,10,1112.2,633.954,11122,6339.54,4782.46
SO - 0002446,10-02-2019,26-02-2019,36,Export,USD,NXH382,77,11,8,1715.2,891.904,13721.6,7135.232,6586.368
SO - 0007388,10-02-2019,25-02-2019,43,Export,USD,NXH382,86,14,9,3142.3,1445.458,28280.7,13009.122,15271.578
SO - 0002553,14-02-2019,28-02-2019,39,Export,USD,NXH382,43,7,9,1085.4,890.028,9768.6,8010.252,1758.348
SO - 0002908,17-02-2019,01-03-2019,20,Export,USD,NXH382,9,1,10,1072,428.8,10720,4288,6432
SO - 0003740,19-02-2019,09-03-2019,38,Export,USD,NXH382,38,13,8,3859.2,2006.784,30873.6,16054.272,14819.328
SO - 0001992,25-02-2019,10-03-2019,32,Export,USD,NXH382,48,14,11,897.8,493.79,9875.8,5431.69,4444.11
SO - 0007337,27-02-2019,15-03-2019,38,Export,USD,NXH382,63,11,5,1882.7,1016.658,9413.5,5083.29,4330.21
SO - 0002799,28-02-2019,15-03-2019,37,Export,USD,NXH382,8,13,8,1286.4,643.2,10291.2,5145.6,5145.6
SO - 0005802,02-03-2019,13-03-2019,2,Export,USD,NXH382,61,13,7,971.5,573.185,6800.5,4012.295,2788.205
SO - 0001096,05-03-2019,17-03-2019,30,Export,USD,NXH382,95,11,11,2465.6,1380.736,27121.6,15188.096,11933.504
SO - 0003205,08-03-2019,21-03-2019,21,Export,USD,NXH382,5,2,9,2291.4,1764.378,20622.6,15879.402,4743.198
SO - 0003493,15-03-2019,28-03-2019,38,Export,USD,NXH382,100,7,8,2834.1,1445.391,22672.8,11563.128,11109.672
SO - 0003188,17-03-2019,02-04-2019,50,Export,USD,NXH382,62,7,6,2619.7,1047.88,15718.2,6287.28,9430.92
SO - 0005340,19-03-2019,31-03-2019,31,Export,USD,NXH382,60,2,7,1165.8,781.086,8160.6,5467.602,2692.998
SO - 0008052,21-03-2019,24-03-2019,41,Export,USD,NXH382,78,5,9,1045.2,438.984,9406.8,3950.856,5455.944
SO - 0003849,25-03-2019,12-04-2019,5,Export,USD,NXH382,60,1,5,3819,1909.5,19095,9547.5,9547.5
SO - 0003116,26-03-2019,10-04-2019,48,Export,USD,NXH382,45,11,12,1058.6,476.37,12703.2,5716.44,6986.76
SO - 0003575,02-04-2019,17-04-2019,3,Export,USD,NXH382,99,2,10,2485.7,1988.56,24857,19885.6,4971.4
SO - 0005258,02-04-2019,20-04-2019,14,Export,USD,NXH382,59,13,11,3879.3,3025.854,42672.3,33284.394,9387.906
SO - 0006795,02-04-2019,15-04-2019,23,Export,USD,NXH382,33,2,8,1098.8,933.98,8790.4,7471.84,1318.56
SO - 0005091,06-04-2019,22-04-2019,45,Export,USD,NXH382,60,2,9,1018.4,407.36,9165.6,3666.24,5499.36
SO - 0003115,08-04-2019,12-04-2019,11,Export,USD,NXH382,94,7,12,1996.6,1397.62,23959.2,16771.44,7187.76
SO - 0007393,18-04-2019,05-05-2019,15,Export,USD,NXH382,73,13,8,1051.9,704.773,8415.2,5638.184,2777.016
SO - 000114,01-05-2019,08-05-2019,17,Export,USD,NXH382,11,7,9,254.6,216.41,2291.4,1947.69,343.71
SO - 0001074,01-05-2019,04-05-2019,14,Export,USD,NXH382,71,2,10,174.2,116.714,1742,1167.14,574.86
SO - 0004828,01-05-2019,15-05-2019,29,Export,USD,NXH382,58,8,6,5681.6,3238.512,34089.6,19431.072,14658.528
SO - 0003902,02-05-2019,13-05-2019,8,Export,USD,NXH382,36,7,8,1916.2,1379.664,15329.6,11037.312,4292.288
SO - 0006285,07-05-2019,22-05-2019,12,Export,USD,NXH382,21,1,6,3953,1620.73,23718,9724.38,13993.62
SO - 0003180,11-05-2019,18-05-2019,5,Export,USD,NXH382,74,2,5,2673.3,2031.708,13366.5,10158.54,3207.96
SO - 0002130,12-05-2019,26-05-2019,7,Export,USD,NXH382,80,3,6,174.2,78.39,1045.2,470.34,574.86
SO - 0003586,12-05-2019,21-05-2019,2,Export,USD,NXH382,80,2,10,3832.4,1571.284,38324,15712.84,22611.16
SO - 0001071,16-05-2019,01-06-2019,3,Export,USD,NXH382,26,14,10,1112.2,500.49,11122,5004.9,6117.1
SO - 0004735,17-05-2019,03-06-2019,29,Export,USD,NXH382,1,3,9,850.9,485.013,7658.1,4365.117,3292.983
SO - 0006579,17-05-2019,26-05-2019,30,Export,USD,NXH382,33,7,11,2278,1047.88,25058,11526.68,13531.32
SO - 0003581,18-05-2019,29-05-2019,20,Export,USD,NXH382,56,1,9,167.5,128.975,1507.5,1160.775,346.725
SO - 0005173,23-05-2019,08-06-2019,13,Export,USD,NXH382,100,1,8,1842.5,921.25,14740,7370,7370
SO - 0007659,26-05-2019,31-05-2019,22,Export,USD,NXH382,32,9,8,1038.5,726.95,8308,5815.6,2492.4
SO - 0001785,28-05-2019,12-06-2019,5,Export,USD,NXH382,98,1,11,1011.7,475.499,11128.7,5230.489,5898.211
SO - 0002236,31-05-2019,03-06-2019,29,Export,USD,NXH382,19,1,8,2405.3,1154.544,19242.4,9236.352,10006.048
SO - 0007125,04-06-2019,15-06-2019,39,Export,USD,NXH382,100,1,6,6224.3,3921.309,37345.8,23527.854,13817.946
SO - 0001872,05-06-2019,22-06-2019,16,Export,USD,NXH382,44,2,5,2237.8,1029.388,11189,5146.94,6042.06
SO - 0003554,06-06-2019,16-06-2019,45,Export,USD,NXH382,92,5,10,3986.5,2232.44,39865,22324.4,17540.6
SO - 0007859,10-06-2019,22-06-2019,34,Export,USD,NXH382,67,1,9,3979.8,2865.456,35818.2,25789.104,10029.096
SO - 0001993,13-06-2019,26-06-2019,12,Export,USD,NXH382,74,2,5,1051.9,736.33,5259.5,3681.65,1577.85
SO - 0003954,18-06-2019,30-06-2019,30,Export,USD,NXH382,92,10,11,5581.1,3237.038,61392.1,35607.418,25784.682
SO - 0001417,24-06-2019,12-07-2019,17,Export,USD,NXH382,25,7,12,2666.6,2213.278,31999.2,26559.336,5439.864
SO - 0002842,26-06-2019,09-07-2019,4,Export,USD,NXH382,13,11,6,1018.4,427.728,6110.4,2566.368,3544.032
SO - 0001596,01-07-2019,05-07-2019,34,Export,USD,NXH382,83,9,7,254.6,127.3,1782.2,891.1,891.1
SO - 0005154,06-07-2019,12-07-2019,9,Export,USD,NXH382,96,1,8,857.6,660.352,6860.8,5282.816,1577.984
SO - 0001156,11-07-2019,15-07-2019,32,Export,USD,NXH382,87,11,12,5788.8,2778.624,69465.6,33343.488,36122.112
SO - 0006572,14-07-2019,27-07-2019,15,Export,USD,NXH382,18,7,8,971.5,757.77,7772,6062.16,1709.84
SO - 0002370,21-07-2019,25-07-2019,13,Export,USD,NXH382,21,1,8,194.3,101.036,1554.4,808.288,746.112
SO - 0001696,22-07-2019,25-07-2019,30,Export,USD,NXH382,24,11,10,3825.7,2295.42,38257,22954.2,15302.8
SO - 0004376,26-07-2019,13-08-2019,48,Export,USD,NXH382,76,5,12,3993.2,1717.076,47918.4,20604.912,27313.488
SO - 0002327,01-08-2019,09-08-2019,7,Export,USD,NXH382,53,7,10,214.4,167.232,2144,1672.32,471.68
SO - 0003488,12-08-2019,16-08-2019,10,Export,USD,NXH382,61,7,5,1125.6,585.312,5628,2926.56,2701.44
SO - 0001832,15-08-2019,25-08-2019,7,Export,USD,NXH382,83,9,11,1058.6,455.198,11644.6,5007.178,6637.422
SO - 000590,16-08-2019,31-08-2019,13,Export,USD,NXH382,28,11,7,2458.9,1647.463,17212.3,11532.241,5680.059
SO - 0001087,22-08-2019,31-08-2019,15,Export,USD,NXH382,24,14,10,2525.9,1667.094,25259,16670.94,8588.06
SO - 0007589,23-08-2019,04-09-2019,14,Export,USD,NXH382,92,1,11,234.5,157.115,2579.5,1728.265,851.235
SO - 0005492,23-05-2018,28-05-2018,2,Export,USD,GUT930,71,11,5,1078.7,852.173,5393.5,4260.865,1132.635
SO - 0001619,24-05-2018,10-06-2018,20,Export,USD,GUT930,53,7,5,991.6,624.708,4958,3123.54,1834.46
SO - 0004170,27-05-2018,05-06-2018,3,Export,USD,GUT930,95,1,11,4006.6,3365.544,44072.6,37020.984,7051.616
SO - 0007738,29-05-2018,08-06-2018,23,Export,USD,GUT930,52,11,12,2820.7,1664.213,33848.4,19970.556,13877.844
SO - 0001030,02-06-2018,09-06-2018,47,Export,USD,GUT930,74,9,12,2003.3,921.518,24039.6,11058.216,12981.384
SO - 0002215,06-06-2018,23-06-2018,3,Export,USD,GUT930,20,14,6,221.1,114.972,1326.6,689.832,636.768
SO - 0004936,08-06-2018,15-06-2018,49,Export,USD,GUT930,37,9,8,180.9,139.293,1447.2,1114.344,332.856
SO - 0005630,09-06-2018,13-06-2018,46,Export,USD,GUT930,7,7,9,2237.8,984.632,20140.2,8861.688,11278.512
SO - 0002453,15-06-2018,01-07-2018,11,Export,USD,GUT930,82,7,5,1072,696.8,5360,3484,1876
SO - 0006545,17-06-2018,24-06-2018,14,Export,USD,GUT930,87,14,7,3939.6,2087.988,27577.2,14615.916,12961.284
SO - 000427,20-06-2018,26-06-2018,44,Export,USD,GUT930,75,1,8,3859.2,2354.112,30873.6,18832.896,12040.704
SO - 0004347,20-06-2018,27-06-2018,14,Export,USD,GUT930,11,13,7,1072,439.52,7504,3076.64,4427.36
SO - 0006401,30-06-2018,04-07-2018,35,Export,USD,GUT930,79,7,12,1078.7,776.664,12944.4,9319.968,3624.432
SO - 000310,02-07-2018,05-07-2018,14,Export,USD,GUT930,4,7,12,1105.5,762.795,13266,9153.54,4112.46
SO - 000775,02-07-2018,06-07-2018,33,Export,USD,GUT930,45,12,8,1045.2,794.352,8361.6,6354.816,2006.784
SO - 0003638,06-07-2018,11-07-2018,23,Export,USD,GUT930,6,1,5,790.6,656.198,3953,3280.99,672.01
SO - 0004868,06-07-2018,15-07-2018,33,Export,USD,GUT930,47,2,12,2264.6,1109.654,27175.2,13315.848,13859.352
SO - 0004971,15-07-2018,20-07-2018,13,Export,USD,GUT930,23,2,9,1802.3,1153.472,16220.7,10381.248,5839.452
SO - 0003676,16-07-2018,03-08-2018,9,Export,USD,GUT930,21,9,5,3423.7,2191.168,17118.5,10955.84,6162.66
SO - 0003842,22-07-2018,08-08-2018,7,Export,USD,GUT930,45,11,11,2331.6,1911.912,25647.6,21031.032,4616.568
SO - 0002228,23-07-2018,02-08-2018,39,Export,USD,GUT930,39,2,6,3832.4,1762.904,22994.4,10577.424,12416.976
SO - 0006405,25-07-2018,28-07-2018,8,Export,USD,GUT930,27,13,11,857.6,514.56,9433.6,5660.16,3773.44
SO - 0007835,25-07-2018,29-07-2018,39,Export,USD,GUT930,88,1,11,2619.7,1231.259,28816.7,13543.849,15272.851
SO - 0005727,26-07-2018,10-08-2018,40,Export,USD,GUT930,9,2,12,2291.4,1695.636,27496.8,20347.632,7149.168
SO - 0007774,27-07-2018,12-08-2018,4,Export,USD,GUT930,23,2,7,2566.1,1539.66,17962.7,10777.62,7185.08
SO - 0003333,30-07-2018,06-08-2018,4,Export,USD,GUT930,69,13,7,5406.9,4487.727,37848.3,31414.089,6434.211
SO - 0004218,05-08-2018,09-08-2018,23,Export,USD,GUT930,4,8,10,1252.9,789.327,12529,7893.27,4635.73
SO - 0005967,07-08-2018,18-08-2018,37,Export,USD,GUT930,46,2,9,1051.9,694.254,9467.1,6248.286,3218.814
SO - 000291,13-08-2018,23-08-2018,6,Export,USD,GUT930,47,10,6,3979.8,1790.91,23878.8,10745.46,13133.34
SO - 000549,13-08-2018,25-08-2018,14,Export,USD,GUT930,52,5,8,1862.6,1098.934,14900.8,8791.472,6109.328
SO - 0007475,17-08-2018,27-08-2018,28,Export,USD,GUT930,40,9,12,951.4,780.148,11416.8,9361.776,2055.024
SO - 0007781,22-08-2018,29-08-2018,27,Export,USD,GUT930,4,11,10,1936.3,1064.965,19363,10649.65,8713.35
SO - 0004146,26-08-2018,11-09-2018,25,Export,USD,GUT930,52,5,11,3725.2,2458.632,40977.2,27044.952,13932.248
SO - 0004150,26-08-2018,09-09-2018,22,Export,USD,GUT930,39,11,11,3872.6,2826.998,42598.6,31096.978,11501.622
SO - 0003540,05-09-2018,19-09-2018,49,Export,USD,GUT930,71,7,5,1078.7,528.563,5393.5,2642.815,2750.685
SO - 0007025,06-09-2018,19-09-2018,18,Export,USD,GUT930,42,11,9,2485.7,1043.994,22371.3,9395.946,12975.354
SO - 0004515,09-09-2018,16-09-2018,20,Export,USD,GUT930,88,7,11,201,88.44,2211,972.84,1238.16
SO - 000910,13-09-2018,23-09-2018,30,Export,USD,GUT930,4,7,9,1822.4,1202.784,16401.6,10825.056,5576.544
SO - 0006264,13-09-2018,27-09-2018,46,Export,USD,GUT930,31,1,9,2425.4,1115.684,21828.6,10041.156,11787.444
SO - 000103,16-09-2018,30-09-2018,16,Export,USD,GUT930,10,11,10,1775.5,781.22,17755,7812.2,9942.8
SO - 0001416,16-09-2018,26-09-2018,1,Export,USD,GUT930,26,2,6,5205.9,4372.956,31235.4,26237.736,4997.664
SO - 0004878,16-09-2018,20-09-2018,29,Export,USD,GUT930,82,1,8,6204.2,3226.184,49633.6,25809.472,23824.128
SO - 0002219,18-09-2018,01-10-2018,41,Export,USD,GUT930,4,13,5,5641.4,4456.706,28207,22283.53,5923.47
SO - 0007705,23-09-2018,29-09-2018,40,Export,USD,GUT930,63,6,9,221.1,139.293,1989.9,1253.637,736.263
SO - 000133,26-09-2018,09-10-2018,46,Export,USD,GUT930,4,8,12,3919.5,2077.335,47034,24928.02,22105.98
SO - 0005872,29-09-2018,05-10-2018,14,Export,USD,GUT930,50,9,8,1018.4,549.936,8147.2,4399.488,3747.712
SO - 0002548,02-10-2018,07-10-2018,46,Export,USD,GUT930,33,2,11,1922.9,1576.778,21151.9,17344.558,3807.342
SO - 0003137,05-10-2018,09-10-2018,47,Export,USD,GUT930,50,2,10,3993.2,3154.628,39932,31546.28,8385.72
SO - 0006485,06-10-2018,11-10-2018,38,Export,USD,GUT930,42,8,6,3886,2176.16,23316,13056.96,10259.04
SO - 0004211,16-10-2018,29-10-2018,27,Export,USD,GUT930,1,2,11,978.2,391.28,10760.2,4304.08,6456.12
SO - 000437,19-10-2018,02-11-2018,11,Export,USD,GUT930,53,7,9,261.3,104.52,2351.7,940.68,1411.02
SO - 0005667,20-10-2018,05-11-2018,34,Export,USD,GUT930,19,1,6,3966.4,2776.48,23798.4,16658.88,7139.52
SO - 0008059,20-10-2018,04-11-2018,13,Export,USD,GUT930,98,5,9,1802.3,720.92,16220.7,6488.28,9732.42
SO - 0005275,27-10-2018,11-11-2018,19,Export,USD,GUT930,47,13,9,201,120.6,1809,1085.4,723.6
SO - 0002394,29-10-2018,03-11-2018,43,Export,USD,GUT930,18,4,10,2425.4,1406.732,24254,14067.32,10186.68
SO - 0007508,29-10-2018,15-11-2018,12,Export,USD,GUT930,41,7,7,964.8,588.528,6753.6,4119.696,2633.904
SO - 000282,30-10-2018,16-11-2018,41,Export,USD,GUT930,90,11,7,1011.7,687.956,7081.9,4815.692,2266.208
SO - 0001135,14-11-2018,17-11-2018,24,Export,USD,GUT930,42,7,6,2646.5,1217.39,15879,7304.34,8574.66
SO - 0004613,14-11-2018,26-11-2018,14,Export,USD,GUT930,23,7,10,3973.1,1668.702,39731,16687.02,23043.98
SO - 0008091,25-11-2018,01-12-2018,41,Export,USD,GUT930,85,2,8,2211,1370.82,17688,10966.56,6721.44
SO - 0003694,28-11-2018,01-12-2018,11,Export,USD,GUT930,58,2,8,1098.8,791.136,8790.4,6329.088,2461.312
SO - 0002199,30-11-2018,16-12-2018,41,Export,USD,GUT930,30,2,10,1152.4,507.056,11524,5070.56,6453.44
SO - 0004333,30-11-2018,16-12-2018,8,Export,USD,GUT930,2,7,10,3819,2444.16,38190,24441.6,13748.4
SO - 0001040,15-12-2018,20-12-2018,34,Export,USD,GUT930,40,10,5,5728.5,3322.53,28642.5,16612.65,12029.85
SO - 0002956,16-12-2018,22-12-2018,25,Export,USD,GUT930,20,3,7,3015,2562.75,21105,17939.25,3165.75
SO - 0002944,17-12-2018,23-12-2018,4,Export,USD,GUT930,85,13,6,2968.1,2344.799,17808.6,14068.794,3739.806
SO - 0005391,17-12-2018,01-01-2019,11,Export,USD,GUT930,78,11,8,1829.1,786.513,14632.8,6292.104,8340.696
SO - 0007535,17-12-2018,30-12-2018,26,Export,USD,GUT930,7,1,9,201,102.51,1809,922.59,886.41
SO - 0005471,19-12-2018,05-01-2019,13,Export,USD,GUT930,30,2,9,6438.7,4185.155,57948.3,37666.395,20281.905
SO - 0006441,21-12-2018,07-01-2019,4,Export,USD,GUT930,47,2,8,2666.6,2239.944,21332.8,17919.552,3413.248
SO - 0007598,24-12-2018,04-01-2019,34,Export,USD,GUT930,20,7,12,1085.4,477.576,13024.8,5730.912,7293.888
