OrderNumber,Order_Date,Ship Date,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Selling Price,Unit Cost,Sales,Total Cost,Profit
"SO - 0005550",2019-09-04 00:00:00.000,2019-09-08 00:00:00.000,16,"Export","USD","FLR025",70,2,5,1098.8,516.43599999999992,5494,2582.1799999999994,2911.8200000000006
"SO - 0006746",2019-09-05 00:00:00.000,2019-09-15 00:00:00.000,13,"Export","USD","FLR025",36,11,6,6291.3,3837.693,37747.8,23026.158000000003,14721.642
"SO - 0002598",2019-09-17 00:00:00.000,2019-10-01 00:00:00.000,34,"Export","USD","FLR025",77,7,8,4006.6,1762.904,32052.8,14103.232,17949.568
"SO - 0006315",2019-09-30 00:00:00.000,2019-10-06 00:00:00.000,13,"Export","USD","FLR025",34,1,5,3973.1,2066.012,19865.5,10330.060000000001,9535.4399999999987
"SO - 0007777",2019-10-02 00:00:00.000,2019-10-14 00:00:00.000,37,"Export","USD","FLR025",56,7,12,891.1,757.435,10693.2,9089.22,1603.9800000000014
"SO - 0006994",2019-10-05 00:00:00.000,2019-10-22 00:00:00.000,28,"Export","USD","FLR025",65,7,10,1038.5,623.1,10385,6231,4154
"SO - 0007924",2019-10-09 00:00:00.000,2019-10-20 00:00:00.000,39,"Export","USD","FLR025",95,1,10,268,217.08,2680,2170.8,509.19999999999982
"SO - 0002568",2019-10-17 00:00:00.000,2019-10-27 00:00:00.000,27,"Export","USD","FLR025",52,6,6,2291.4,1191.528,13748.400000000001,7149.168,6599.2320000000018
"SO - 000580",2019-10-20 00:00:00.000,2019-11-05 00:00:00.000,26,"Export","USD","FLR025",76,11,7,1688.4,1215.648,11818.800000000001,8509.536,3309.264000000001
"SO - 000688",2019-10-20 00:00:00.000,2019-10-23 00:00:00.000,9,"Export","USD","FLR025",71,13,10,2264.6,1834.326,22646,18343.260000000002,4302.739999999998
"SO - 0003349",2019-10-24 00:00:00.000,2019-11-08 00:00:00.000,47,"Export","USD","FLR025",11,3,12,2814,1885.38,33768,22624.56,11143.439999999999
"SO - 0004087",2019-10-27 00:00:00.000,2019-10-30 00:00:00.000,31,"Export","USD","FLR025",28,2,8,1092.1000000000001,775.39100000000008,8736.8000000000011,6203.1280000000006,2533.6720000000005
"SO - 0005197",2019-10-28 00:00:00.000,2019-11-01 00:00:00.000,16,"Export","USD","FLR025",80,12,10,174.20000000000002,102.778,1742.0000000000002,1027.78,714.22000000000025
"SO - 0004276",2019-10-30 00:00:00.000,2019-11-06 00:00:00.000,23,"Export","USD","FLR025",95,7,7,3865.9,2551.494,27061.3,17860.458000000002,9200.8419999999969
"SO - 0004668",2019-10-31 00:00:00.000,2019-11-04 00:00:00.000,26,"Export","USD","FLR025",74,1,5,2003.3,1161.914,10016.5,5809.57,4206.93
"SO - 0003156",2019-11-16 00:00:00.000,2019-12-01 00:00:00.000,24,"Export","USD","FLR025",19,7,11,1045.2,470.34000000000003,11497.2,5173.7400000000007,6323.46
"SO - 0004639",2019-11-16 00:00:00.000,2019-11-19 00:00:00.000,34,"Export","USD","FLR025",46,11,8,904.5,768.82499999999993,7236,6150.5999999999995,1085.4000000000005
"SO - 0003724",2019-11-17 00:00:00.000,2019-12-02 00:00:00.000,4,"Export","USD","FLR025",82,1,9,3832.4,1647.932,34491.6,14831.388,19660.212
"SO - 0005373",2019-11-20 00:00:00.000,2019-12-04 00:00:00.000,25,"Export","USD","FLR025",100,7,5,1058.6000000000001,889.224,5293.0000000000009,4446.12,846.880000000001
"SO - 0005055",2019-11-22 00:00:00.000,2019-12-02 00:00:00.000,40,"Export","USD","FLR025",88,11,10,1011.7,819.47700000000009,10117,8194.77,1922.2299999999996
"SO - 0005554",2019-12-02 00:00:00.000,2019-12-06 00:00:00.000,30,"Export","USD","FLR025",13,11,9,187.6,95.676,1688.3999999999999,861.08400000000006,827.3159999999998
"SO - 0006194",2019-12-02 00:00:00.000,2019-12-14 00:00:00.000,12,"Export","USD","FLR025",12,11,5,6009.9000000000015,3726.1380000000004,30049.500000000004,18630.690000000002,11418.810000000001
"SO - 000511",2019-12-03 00:00:00.000,2019-12-10 00:00:00.000,1,"Export","USD","FLR025",5,5,6,3919.5,3331.575,23517,19989.449999999997,3527.5500000000029
"SO - 0007920",2019-12-09 00:00:00.000,2019-12-23 00:00:00.000,18,"Export","USD","FLR025",95,3,12,2412,1640.16,28944,19681.920000000002,9262.0799999999981
"SO - 0001972",2019-01-25 00:00:00.000,2019-02-06 00:00:00.000,43,"Export","USD","NXH382",41,5,7,2304.8,1613.3600000000001,16133.600000000002,11293.52,4840.0800000000017
"SO - 0006530",2019-01-25 00:00:00.000,2019-02-07 00:00:00.000,3,"Export","USD","NXH382",68,7,8,2244.5,1728.265,17956,13826.12,4129.8799999999992
"SO - 0005907",2019-01-28 00:00:00.000,2019-02-14 00:00:00.000,27,"Export","USD","NXH382",91,5,5,1045.2,533.052,5226,2665.26,2560.74
"SO - 0005509",2019-01-30 00:00:00.000,2019-02-15 00:00:00.000,47,"Export","USD","NXH382",86,9,11,2244.5,1705.82,24689.5,18764.02,5925.48
"SO - 0002735",2019-01-31 00:00:00.000,2019-02-04 00:00:00.000,8,"Export","USD","NXH382",2,5,9,2318.2000000000003,1275.0100000000002,20863.800000000003,11475.090000000002,9388.7100000000009
"SO - 0005260",2019-02-04 00:00:00.000,2019-02-17 00:00:00.000,12,"Export","USD","NXH382",43,9,11,2278,1070.6599999999999,25058,11777.259999999998,13280.740000000002
"SO - 0001350",2019-02-05 00:00:00.000,2019-02-20 00:00:00.000,50,"Export","USD","NXH382",79,10,8,187.6,121.94,1500.8,975.52,525.28
"SO - 0004500",2019-02-06 00:00:00.000,2019-02-09 00:00:00.000,46,"Export","USD","NXH382",92,7,7,1018.4,580.48799999999994,7128.8,4063.4159999999997,3065.3840000000005
"SO - 0003477",2019-02-07 00:00:00.000,2019-02-19 00:00:00.000,1,"Export","USD","NXH382",83,7,12,1092.1000000000001,633.418,13105.2,7601.016,5504.1840000000011
"SO - 0005465",2019-02-07 00:00:00.000,2019-02-14 00:00:00.000,27,"Export","USD","NXH382",53,7,12,1159.1000000000001,822.961,13909.2,9875.532,4033.6680000000015
"SO - 0005496",2019-02-08 00:00:00.000,2019-02-11 00:00:00.000,42,"Export","USD","NXH382",28,2,8,1963.1000000000001,1393.801,15704.800000000001,11150.408,4554.3920000000016
"SO - 000344",2019-02-09 00:00:00.000,2019-02-27 00:00:00.000,4,"Export","USD","NXH382",66,14,8,1139,660.62,9112,5284.96,3827.04
"SO - 0007799",2019-02-09 00:00:00.000,2019-02-23 00:00:00.000,13,"Export","USD","NXH382",83,2,10,1112.2,633.954,11122,6339.5399999999991,4782.4600000000009
"SO - 0002446",2019-02-10 00:00:00.000,2019-02-26 00:00:00.000,36,"Export","USD","NXH382",77,11,8,1715.2,891.90400000000011,13721.6,7135.2320000000009,6586.3679999999995
"SO - 0007388",2019-02-10 00:00:00.000,2019-02-25 00:00:00.000,43,"Export","USD","NXH382",86,14,9,3142.3,1445.458,28280.7,13009.122000000001,15271.578
"SO - 0002553",2019-02-14 00:00:00.000,2019-02-28 00:00:00.000,39,"Export","USD","NXH382",43,7,9,1085.4,890.028,9768.6,8010.252,1758.348
"SO - 0002908",2019-02-17 00:00:00.000,2019-03-01 00:00:00.000,20,"Export","USD","NXH382",9,1,10,1072,428.8,10720,4288,6432
"SO - 0003740",2019-02-19 00:00:00.000,2019-03-09 00:00:00.000,38,"Export","USD","NXH382",38,13,8,3859.2000000000003,2006.784,30873.600000000002,16054.272,14819.328000000001
"SO - 0001992",2019-02-25 00:00:00.000,2019-03-10 00:00:00.000,32,"Export","USD","NXH382",48,14,11,897.80000000000007,493.79000000000008,9875.8000000000011,5431.6900000000005,4444.1100000000006
"SO - 0007337",2019-02-27 00:00:00.000,2019-03-15 00:00:00.000,38,"Export","USD","NXH382",63,11,5,1882.7,1016.6580000000001,9413.5,5083.2900000000009,4330.2099999999991
"SO - 0002799",2019-02-28 00:00:00.000,2019-03-15 00:00:00.000,37,"Export","USD","NXH382",8,13,8,1286.4,643.2,10291.2,5145.6,5145.6
"SO - 0005802",2019-03-02 00:00:00.000,2019-03-13 00:00:00.000,2,"Export","USD","NXH382",61,13,7,971.5,573.185,6800.5,4012.2949999999996,2788.2050000000004
"SO - 0001096",2019-03-05 00:00:00.000,2019-03-17 00:00:00.000,30,"Export","USD","NXH382",95,11,11,2465.6,1380.736,27121.6,15188.096000000001,11933.503999999997
"SO - 0003205",2019-03-08 00:00:00.000,2019-03-21 00:00:00.000,21,"Export","USD","NXH382",5,2,9,2291.4,1764.3780000000002,20622.600000000002,15879.402000000002,4743.198
"SO - 0003493",2019-03-15 00:00:00.000,2019-03-28 00:00:00.000,38,"Export","USD","NXH382",100,7,8,2834.1,1445.391,22672.8,11563.128,11109.671999999999
"SO - 0003188",2019-03-17 00:00:00.000,2019-04-02 00:00:00.000,50,"Export","USD","NXH382",62,7,6,2619.7000000000003,1047.88,15718.2,6287.2800000000007,9430.92
"SO - 0005340",2019-03-19 00:00:00.000,2019-03-31 00:00:00.000,31,"Export","USD","NXH382",60,2,7,1165.8,781.086,8160.5999999999995,5467.602,2692.9979999999996
"SO - 0008052",2019-03-21 00:00:00.000,2019-03-24 00:00:00.000,41,"Export","USD","NXH382",78,5,9,1045.2,438.984,9406.8000000000011,3950.8559999999998,5455.9440000000013
"SO - 0003849",2019-03-25 00:00:00.000,2019-04-12 00:00:00.000,5,"Export","USD","NXH382",60,1,5,3819,1909.5,19095,9547.5,9547.5
"SO - 0003116",2019-03-26 00:00:00.000,2019-04-10 00:00:00.000,48,"Export","USD","NXH382",45,11,12,1058.6000000000001,476.37000000000006,12703.2,5716.4400000000005,6986.76
"SO - 0003575",2019-04-02 00:00:00.000,2019-04-17 00:00:00.000,3,"Export","USD","NXH382",99,2,10,2485.7000000000003,1988.5600000000004,24857.000000000004,19885.600000000006,4971.3999999999978
"SO - 0005258",2019-04-02 00:00:00.000,2019-04-20 00:00:00.000,14,"Export","USD","NXH382",59,13,11,3879.3,3025.8540000000003,42672.3,33284.394,9387.9060000000027
"SO - 0006795",2019-04-02 00:00:00.000,2019-04-15 00:00:00.000,23,"Export","USD","NXH382",33,2,8,1098.8,933.9799999999999,8790.4,7471.8399999999992,1318.5600000000004
"SO - 0005091",2019-04-06 00:00:00.000,2019-04-22 00:00:00.000,45,"Export","USD","NXH382",60,2,9,1018.4,407.36,9165.6,3666.2400000000002,5499.3600000000006
"SO - 0003115",2019-04-08 00:00:00.000,2019-04-12 00:00:00.000,11,"Export","USD","NXH382",94,7,12,1996.6000000000001,1397.6200000000001,23959.2,16771.440000000002,7187.7599999999984
"SO - 0007393",2019-04-18 00:00:00.000,2019-05-05 00:00:00.000,15,"Export","USD","NXH382",73,13,8,1051.9,704.77300000000014,8415.2,5638.1840000000011,2777.0159999999996
"SO - 000114",2019-05-01 00:00:00.000,2019-05-08 00:00:00.000,17,"Export","USD","NXH382",11,7,9,254.6,216.41,2291.4,1947.69,343.71000000000004
"SO - 0001074",2019-05-01 00:00:00.000,2019-05-04 00:00:00.000,14,"Export","USD","NXH382",71,2,10,174.20000000000002,116.71400000000001,1742.0000000000002,1167.14,574.86000000000013
"SO - 0004828",2019-05-01 00:00:00.000,2019-05-15 00:00:00.000,29,"Export","USD","NXH382",58,8,6,5681.6,3238.5119999999997,34089.600000000006,19431.072,14658.528000000006
"SO - 0003902",2019-05-02 00:00:00.000,2019-05-13 00:00:00.000,8,"Export","USD","NXH382",36,7,8,1916.2,1379.664,15329.6,11037.312,4292.2880000000005
"SO - 0006285",2019-05-07 00:00:00.000,2019-05-22 00:00:00.000,12,"Export","USD","NXH382",21,1,6,3953,1620.7299999999998,23718,9724.38,13993.62
"SO - 0003180",2019-05-11 00:00:00.000,2019-05-18 00:00:00.000,5,"Export","USD","NXH382",74,2,5,2673.3,2031.708,13366.5,10158.54,3207.9599999999991
"SO - 0002130",2019-05-12 00:00:00.000,2019-05-26 00:00:00.000,7,"Export","USD","NXH382",80,3,6,174.20000000000002,78.390000000000015,1045.2,470.34000000000009,574.8599999999999
"SO - 0003586",2019-05-12 00:00:00.000,2019-05-21 00:00:00.000,2,"Export","USD","NXH382",80,2,10,3832.4,1571.2839999999999,38324,15712.839999999998,22611.160000000003
"SO - 0001071",2019-05-16 00:00:00.000,2019-06-01 00:00:00.000,3,"Export","USD","NXH382",26,14,10,1112.2,500.49,11122,5004.9,6117.1
"SO - 0004735",2019-05-17 00:00:00.000,2019-06-03 00:00:00.000,29,"Export","USD","NXH382",1,3,9,850.9,485.01299999999992,7658.0999999999995,4365.1169999999993,3292.983
"SO - 0006579",2019-05-17 00:00:00.000,2019-05-26 00:00:00.000,30,"Export","USD","NXH382",33,7,11,2278,1047.88,25058,11526.68,13531.32
"SO - 0003581",2019-05-18 00:00:00.000,2019-05-29 00:00:00.000,20,"Export","USD","NXH382",56,1,9,167.5,128.975,1507.5,1160.7749999999999,346.72500000000014
"SO - 0005173",2019-05-23 00:00:00.000,2019-06-08 00:00:00.000,13,"Export","USD","NXH382",100,1,8,1842.5,921.25,14740,7370,7370
"SO - 0007659",2019-05-26 00:00:00.000,2019-05-31 00:00:00.000,22,"Export","USD","NXH382",32,9,8,1038.5,726.94999999999993,8308,5815.5999999999995,2492.4000000000005
"SO - 0001785",2019-05-28 00:00:00.000,2019-06-12 00:00:00.000,5,"Export","USD","NXH382",98,1,11,1011.7,475.49899999999997,11128.7,5230.489,5898.2110000000011
"SO - 0002236",2019-05-31 00:00:00.000,2019-06-03 00:00:00.000,29,"Export","USD","NXH382",19,1,8,2405.3,1154.544,19242.4,9236.352,10006.048
"SO - 0007125",2019-06-04 00:00:00.000,2019-06-15 00:00:00.000,39,"Export","USD","NXH382",100,1,6,6224.3,3921.309,37345.8,23527.854,13817.946000000004
"SO - 0001872",2019-06-05 00:00:00.000,2019-06-22 00:00:00.000,16,"Export","USD","NXH382",44,2,5,2237.8,1029.3880000000001,11189,5146.9400000000005,6042.0599999999995
"SO - 0003554",2019-06-06 00:00:00.000,2019-06-16 00:00:00.000,45,"Export","USD","NXH382",92,5,10,3986.5,2232.44,39865,22324.4,17540.6
"SO - 0007859",2019-06-10 00:00:00.000,2019-06-22 00:00:00.000,34,"Export","USD","NXH382",67,1,9,3979.8,2865.456,35818.200000000004,25789.104,10029.096000000005
"SO - 0001993",2019-06-13 00:00:00.000,2019-06-26 00:00:00.000,12,"Export","USD","NXH382",74,2,5,1051.9,736.33,5259.5,3681.65,1577.85
"SO - 0003954",2019-06-18 00:00:00.000,2019-06-30 00:00:00.000,30,"Export","USD","NXH382",92,10,11,5581.1,3237.038,61392.100000000006,35607.418,25784.682000000008
"SO - 0001417",2019-06-24 00:00:00.000,2019-07-12 00:00:00.000,17,"Export","USD","NXH382",25,7,12,2666.6,2213.278,31999.199999999997,26559.335999999996,5439.8640000000014
"SO - 0002842",2019-06-26 00:00:00.000,2019-07-09 00:00:00.000,4,"Export","USD","NXH382",13,11,6,1018.4,427.72799999999995,6110.4,2566.3679999999995,3544.032
"SO - 0001596",2019-07-01 00:00:00.000,2019-07-05 00:00:00.000,34,"Export","USD","NXH382",83,9,7,254.6,127.3,1782.2,891.1,891.1
"SO - 0005154",2019-07-06 00:00:00.000,2019-07-12 00:00:00.000,9,"Export","USD","NXH382",96,1,8,857.6,660.35200000000009,6860.8,5282.8160000000007,1577.9839999999995
"SO - 0001156",2019-07-11 00:00:00.000,2019-07-15 00:00:00.000,32,"Export","USD","NXH382",87,11,12,5788.8,2778.624,69465.6,33343.488,36122.112000000008
"SO - 0006572",2019-07-14 00:00:00.000,2019-07-27 00:00:00.000,15,"Export","USD","NXH382",18,7,8,971.5,757.77,7772,6062.16,1709.8400000000001
"SO - 0002370",2019-07-21 00:00:00.000,2019-07-25 00:00:00.000,13,"Export","USD","NXH382",21,1,8,194.3,101.03600000000002,1554.4,808.28800000000012,746.112
"SO - 0001696",2019-07-22 00:00:00.000,2019-07-25 00:00:00.000,30,"Export","USD","NXH382",24,11,10,3825.7000000000003,2295.42,38257,22954.2,15302.8
"SO - 0004376",2019-07-26 00:00:00.000,2019-08-13 00:00:00.000,48,"Export","USD","NXH382",76,5,12,3993.2000000000003,1717.076,47918.4,20604.912,27313.488
"SO - 0002327",2019-08-01 00:00:00.000,2019-08-09 00:00:00.000,7,"Export","USD","NXH382",53,7,10,214.4,167.232,2144,1672.32,471.68000000000006
"SO - 0003488",2019-08-12 00:00:00.000,2019-08-16 00:00:00.000,10,"Export","USD","NXH382",61,7,5,1125.6000000000001,585.31200000000013,5628.0000000000009,2926.5600000000004,2701.4400000000005
"SO - 0001832",2019-08-15 00:00:00.000,2019-08-25 00:00:00.000,7,"Export","USD","NXH382",83,9,11,1058.6000000000001,455.19800000000004,11644.600000000002,5007.1780000000008,6637.4220000000014
"SO - 000590",2019-08-16 00:00:00.000,2019-08-31 00:00:00.000,13,"Export","USD","NXH382",28,11,7,2458.9,1647.4630000000002,17212.3,11532.241000000002,5680.0589999999975
"SO - 0001087",2019-08-22 00:00:00.000,2019-08-31 00:00:00.000,15,"Export","USD","NXH382",24,14,10,2525.9,1667.094,25259,16670.940000000002,8588.0599999999977
"SO - 0007589",2019-08-23 00:00:00.000,2019-09-04 00:00:00.000,14,"Export","USD","NXH382",92,1,11,234.5,157.115,2579.5,1728.265,851.2349999999999
"SO - 0005492",2018-05-23 00:00:00.000,2018-05-28 00:00:00.000,2,"Export","USD","GUT930",71,11,5,1078.7,852.17300000000012,5393.5,4260.8650000000007,1132.6349999999993
"SO - 0001619",2018-05-24 00:00:00.000,2018-06-10 00:00:00.000,20,"Export","USD","GUT930",53,7,5,991.6,624.708,4958,3123.54,1834.46
"SO - 0004170",2018-05-27 00:00:00.000,2018-06-05 00:00:00.000,3,"Export","USD","GUT930",95,1,11,4006.6,3365.544,44072.6,37020.984,7051.6160000000018
"SO - 0007738",2018-05-29 00:00:00.000,2018-06-08 00:00:00.000,23,"Export","USD","GUT930",52,11,12,2820.7000000000003,1664.213,33848.4,19970.556,13877.844000000001
"SO - 0001030",2018-06-02 00:00:00.000,2018-06-09 00:00:00.000,47,"Export","USD","GUT930",74,9,12,2003.3,921.518,24039.6,11058.216,12981.383999999998
"SO - 0002215",2018-06-06 00:00:00.000,2018-06-23 00:00:00.000,3,"Export","USD","GUT930",20,14,6,221.1,114.972,1326.6,689.832,636.76799999999992
"SO - 0004936",2018-06-08 00:00:00.000,2018-06-15 00:00:00.000,49,"Export","USD","GUT930",37,9,8,180.9,139.293,1447.2,1114.344,332.856
"SO - 0005630",2018-06-09 00:00:00.000,2018-06-13 00:00:00.000,46,"Export","USD","GUT930",7,7,9,2237.8,984.63200000000006,20140.2,8861.688,11278.512
"SO - 0002453",2018-06-15 00:00:00.000,2018-07-01 00:00:00.000,11,"Export","USD","GUT930",82,7,5,1072,696.80000000000007,5360,3484.0000000000005,1875.9999999999995
"SO - 0006545",2018-06-17 00:00:00.000,2018-06-24 00:00:00.000,14,"Export","USD","GUT930",87,14,7,3939.6,2087.9880000000003,27577.2,14615.916000000001,12961.284
"SO - 000427",2018-06-20 00:00:00.000,2018-06-26 00:00:00.000,44,"Export","USD","GUT930",75,1,8,3859.2000000000003,2354.112,30873.600000000002,18832.896,12040.704000000002
"SO - 0004347",2018-06-20 00:00:00.000,2018-06-27 00:00:00.000,14,"Export","USD","GUT930",11,13,7,1072,439.52,7504,3076.64,4427.3600000000006
"SO - 0006401",2018-06-30 00:00:00.000,2018-07-04 00:00:00.000,35,"Export","USD","GUT930",79,7,12,1078.7,776.664,12944.400000000001,9319.968,3624.4320000000007
"SO - 000310",2018-07-02 00:00:00.000,2018-07-05 00:00:00.000,14,"Export","USD","GUT930",4,7,12,1105.5,762.795,13266,9153.5399999999991,4112.4600000000009
"SO - 000775",2018-07-02 00:00:00.000,2018-07-06 00:00:00.000,33,"Export","USD","GUT930",45,12,8,1045.2,794.35200000000009,8361.6,6354.8160000000007,2006.7839999999997
"SO - 0003638",2018-07-06 00:00:00.000,2018-07-11 00:00:00.000,23,"Export","USD","GUT930",6,1,5,790.6,656.198,3953,3280.99,672.01000000000022
"SO - 0004868",2018-07-06 00:00:00.000,2018-07-15 00:00:00.000,33,"Export","USD","GUT930",47,2,12,2264.6,1109.654,27175.199999999997,13315.848,13859.351999999997
"SO - 0004971",2018-07-15 00:00:00.000,2018-07-20 00:00:00.000,13,"Export","USD","GUT930",23,2,9,1802.3,1153.472,16220.699999999999,10381.248,5839.4519999999993
"SO - 0003676",2018-07-16 00:00:00.000,2018-08-03 00:00:00.000,9,"Export","USD","GUT930",21,9,5,3423.7000000000003,2191.168,17118.5,10955.84,6162.66
"SO - 0003842",2018-07-22 00:00:00.000,2018-08-08 00:00:00.000,7,"Export","USD","GUT930",45,11,11,2331.6,1911.9119999999998,25647.6,21031.032,4616.5679999999993
"SO - 0002228",2018-07-23 00:00:00.000,2018-08-02 00:00:00.000,39,"Export","USD","GUT930",39,2,6,3832.4,1762.9040000000002,22994.4,10577.424,12416.976
"SO - 0006405",2018-07-25 00:00:00.000,2018-07-28 00:00:00.000,8,"Export","USD","GUT930",27,13,11,857.6,514.56,9433.6,5660.16,3773.4400000000005
"SO - 0007835",2018-07-25 00:00:00.000,2018-07-29 00:00:00.000,39,"Export","USD","GUT930",88,1,11,2619.7000000000003,1231.259,28816.700000000004,13543.849,15272.851000000004
"SO - 0005727",2018-07-26 00:00:00.000,2018-08-10 00:00:00.000,40,"Export","USD","GUT930",9,2,12,2291.4,1695.636,27496.800000000003,20347.631999999998,7149.1680000000051
"SO - 0007774",2018-07-27 00:00:00.000,2018-08-12 00:00:00.000,4,"Export","USD","GUT930",23,2,7,2566.1,1539.6599999999999,17962.7,10777.619999999999,7185.0800000000017
"SO - 0003333",2018-07-30 00:00:00.000,2018-08-06 00:00:00.000,4,"Export","USD","GUT930",69,13,7,5406.9000000000015,4487.727,37848.3,31414.089,6434.211000000003
"SO - 0004218",2018-08-05 00:00:00.000,2018-08-09 00:00:00.000,23,"Export","USD","GUT930",4,8,10,1252.9,789.32700000000011,12529,7893.2700000000013,4635.7299999999987
"SO - 0005967",2018-08-07 00:00:00.000,2018-08-18 00:00:00.000,37,"Export","USD","GUT930",46,2,9,1051.9,694.25400000000013,9467.1,6248.286000000001,3218.8139999999994
"SO - 000291",2018-08-13 00:00:00.000,2018-08-23 00:00:00.000,6,"Export","USD","GUT930",47,10,6,3979.8,1790.91,23878.800000000003,10745.460000000001,13133.340000000002
"SO - 000549",2018-08-13 00:00:00.000,2018-08-25 00:00:00.000,14,"Export","USD","GUT930",52,5,8,1862.6000000000001,1098.934,14900.800000000001,8791.472,6109.3280000000013
"SO - 0007475",2018-08-17 00:00:00.000,2018-08-27 00:00:00.000,28,"Export","USD","GUT930",40,9,12,951.4,780.14799999999991,11416.8,9361.775999999998,2055.0240000000013
"SO - 0007781",2018-08-22 00:00:00.000,2018-08-29 00:00:00.000,27,"Export","USD","GUT930",4,11,10,1936.3,1064.9650000000001,19363,10649.650000000001,8713.3499999999985
"SO - 0004146",2018-08-26 00:00:00.000,2018-09-11 00:00:00.000,25,"Export","USD","GUT930",52,5,11,3725.2000000000003,2458.6320000000005,40977.200000000004,27044.952000000005,13932.248
"SO - 0004150",2018-08-26 00:00:00.000,2018-09-09 00:00:00.000,22,"Export","USD","GUT930",39,11,11,3872.6,2826.998,42598.6,31096.978,11501.622
"SO - 0003540",2018-09-05 00:00:00.000,2018-09-19 00:00:00.000,49,"Export","USD","GUT930",71,7,5,1078.7,528.563,5393.5,2642.815,2750.685
"SO - 0007025",2018-09-06 00:00:00.000,2018-09-19 00:00:00.000,18,"Export","USD","GUT930",42,11,9,2485.7000000000003,1043.9940000000001,22371.300000000003,9395.9460000000017,12975.354000000001
"SO - 0004515",2018-09-09 00:00:00.000,2018-09-16 00:00:00.000,20,"Export","USD","GUT930",88,7,11,201,88.44,2211,972.83999999999992,1238.16
"SO - 000910",2018-09-13 00:00:00.000,2018-09-23 00:00:00.000,30,"Export","USD","GUT930",4,7,9,1822.4,1202.784,16401.600000000002,10825.056,5576.5440000000017
"SO - 0006264",2018-09-13 00:00:00.000,2018-09-27 00:00:00.000,46,"Export","USD","GUT930",31,1,9,2425.4,1115.6840000000002,21828.600000000002,10041.156000000003,11787.444
"SO - 000103",2018-09-16 00:00:00.000,2018-09-30 00:00:00.000,16,"Export","USD","GUT930",10,11,10,1775.5,781.22,17755,7812.2000000000007,9942.8
"SO - 0001416",2018-09-16 00:00:00.000,2018-09-26 00:00:00.000,1,"Export","USD","GUT930",26,2,6,5205.9000000000005,4372.956,31235.4,26237.736,4997.6640000000007
"SO - 0004878",2018-09-16 00:00:00.000,2018-09-20 00:00:00.000,29,"Export","USD","GUT930",82,1,8,6204.2,3226.184,49633.6,25809.472,23824.127999999997
"SO - 0002219",2018-09-18 00:00:00.000,2018-10-01 00:00:00.000,41,"Export","USD","GUT930",4,13,5,5641.4000000000015,4456.706000000001,28207.000000000004,22283.530000000006,5923.4699999999975
"SO - 0007705",2018-09-23 00:00:00.000,2018-09-29 00:00:00.000,40,"Export","USD","GUT930",63,6,9,221.1,139.293,1989.8999999999999,1253.6370000000002,736.26299999999969
"SO - 000133",2018-09-26 00:00:00.000,2018-10-09 00:00:00.000,46,"Export","USD","GUT930",4,8,12,3919.5,2077.335,47034,24928.02,22105.98
"SO - 0005872",2018-09-29 00:00:00.000,2018-10-05 00:00:00.000,14,"Export","USD","GUT930",50,9,8,1018.4,549.936,8147.2,4399.488,3747.7119999999995
"SO - 0002548",2018-10-02 00:00:00.000,2018-10-07 00:00:00.000,46,"Export","USD","GUT930",33,2,11,1922.9,1576.778,21151.9,17344.558,3807.3420000000006
"SO - 0003137",2018-10-05 00:00:00.000,2018-10-09 00:00:00.000,47,"Export","USD","GUT930",50,2,10,3993.2000000000003,3154.628,39932,31546.280000000002,8385.7199999999975
"SO - 0006485",2018-10-06 00:00:00.000,2018-10-11 00:00:00.000,38,"Export","USD","GUT930",42,8,6,3886,2176.1600000000003,23316,13056.960000000003,10259.039999999997
"SO - 0004211",2018-10-16 00:00:00.000,2018-10-29 00:00:00.000,27,"Export","USD","GUT930",1,2,11,978.2,391.28000000000003,10760.2,4304.08,6456.1200000000008
"SO - 000437",2018-10-19 00:00:00.000,2018-11-02 00:00:00.000,11,"Export","USD","GUT930",53,7,9,261.3,104.52000000000001,2351.7000000000003,940.68000000000006,1411.0200000000002
"SO - 0005667",2018-10-20 00:00:00.000,2018-11-05 00:00:00.000,34,"Export","USD","GUT930",19,1,6,3966.4,2776.48,23798.4,16658.88,7139.52
"SO - 0008059",2018-10-20 00:00:00.000,2018-11-04 00:00:00.000,13,"Export","USD","GUT930",98,5,9,1802.3,720.92000000000007,16220.699999999999,6488.2800000000007,9732.4199999999983
"SO - 0005275",2018-10-27 00:00:00.000,2018-11-11 00:00:00.000,19,"Export","USD","GUT930",47,13,9,201,120.6,1809,1085.3999999999999,723.60000000000014
"SO - 0002394",2018-10-29 00:00:00.000,2018-11-03 00:00:00.000,43,"Export","USD","GUT930",18,4,10,2425.4,1406.732,24254,14067.32,10186.68
"SO - 0007508",2018-10-29 00:00:00.000,2018-11-15 00:00:00.000,12,"Export","USD","GUT930",41,7,7,964.80000000000007,588.528,6753.6,4119.696,2633.9040000000005
"SO - 000282",2018-10-30 00:00:00.000,2018-11-16 00:00:00.000,41,"Export","USD","GUT930",90,11,7,1011.7,687.95600000000013,7081.9000000000015,4815.6920000000009,2266.2079999999996
"SO - 0001135",2018-11-14 00:00:00.000,2018-11-17 00:00:00.000,24,"Export","USD","GUT930",42,7,6,2646.5,1217.39,15879,7304.34,8574.66
